,Text
600,YOU WILL PASS HIS CLASS WITH 90S BUT YOU WILL FAIL THE REGENTS. HE DOESN'T TEACH AND GIVES YOU A LOT OF NOTES AND SOME WORK TO DO.
698,Transfer out if you can! Very unfair grader and will accuse you of cheating even when you do not! BEWARE!
699,"Coach Wilson will not admit to a mistake. He also teaches the entire class off the power point notes. He will demand you to write more notes even if you print them.


Submitted by a student"
700,"WORST TEACHER EVER. She hasn't taught us anything. We are expected to learn everything at home and from the book. We don't even review in class. And her point system is rigged, making it very difficult to get higher than a B ."
798,"Schubart's a nice teacher, but he never taught. he'd play fantasy football all class. He wouldnt teach us, then he'd give tests on things we hadn't learned."
799,"Doesn't do anything, her lessons are someone else's lessons, no originality. Useless, you have to learn almost everything on your own. There's no point of asking her for help. Bring your book everyday and good luck."
800,She does not know how to teach. All she gives is worksheets and we go over them. I didn't learn the entire year.
898,"Not a fair teacher at all. Gives you busy work all the time and then expects you to know all the material. She gives very difficult tests when no one knows anything. My least favorite teacher.


Submitted by a student"
899,Although she lets us take test and quizes over she still doesn't teach or answer questions so taking the test over doesnt make a difference we still odnt no it.
900,two years in a row!! i hope he does not teach 4honors. his tests include topics never taught in class
998,She is mean!She won't let us finish are test just because they take a while so we are all failing!!!!!!!!!!!
999,Skipped over parts assumming we covered them would give tests on info that was never taught. Very unorangized. help sessions were not helpful
1000,"Worst teacher. Trust me she is the actual devil of teaching every night we get about 2 hours of homework and she doesnt let us ask questions in class. Also, she expects us to just be able to read the textbook teach ourselves and then be tested on it the very next day.


Submitted by a student"
1098,"She can't teach; She pulls test questions from online and other books. Enough said.


Submitted by a student"
1099,"Didn't do an ounce of studying and passed his class with a C. Just go to class and don't sleep in front of him, then you're fine."
1100,"Reyerson is incredibly difficult, and doesn't explain ANY of the material which will be on the next test. He expects you to get it out of the book yourself"
1198,I didn't like him he gave too much homework and the test never had ANYTHING to do with what we learned he was the one class i failed.
1199,"She just reads off the powerpoints and will not explain anything ant further.


Submitted by a student"
1200,She doesnt teach the class..she talks about pointless stuff then her tests come and she expects us to learn the material on our own
1298,"Vidhya Rojanavongse does not use the textbook during his lectures. The Power Point Slides that he uses during the lecture does not contain anything that is on the exam. He is not a fair grader.


Submitted by a student"
1299,He doesn't seem to prepare us welll for the AP exam and you can do all the work and he won't even read it.
1300,"Textbook, textbook, textbook. She tests you on stuff you never learned before and is very forgetful. You spend a majority of class writing lines and copying out of the textbook, then an oral test"
1398,He doen't teach anyhting!!! People just talk and do crossword puzzles during his class. If you don't read the textbook and study on your own YOU WILL FAIL!!!
1399,"reads off board. we were made to memorize 1 month of 5-10 slides daily notes for a test, when we were told there were no tests.


Submitted by a student"
1400,"he is a bad teacher that cannot explain and expects you to know everything. that is the reason we are in class! he makes his homework irrelevant to the topics we are learning and then expect us to review vocabulary on top of that. THAT IS WHAT HOMEWORK IS FOR! then in exams he puts things on that we didn't learn and expects us to just ""infer.""


Submitted by a student"
1498,i had him in 2001-2002 school year and he didnt teach me anything.. he was funny but im surprised i didnt fail the assesment at the end of the year
1499,all we do in her class is sit at our desks and take notes into a notebook from her evil overhead. almost all of the 02-03 class almost failed.
1500,Mr. Lucas doesn't teach..to say the least..we just read do worksheets and then gives us random tests. Although the only thing he grades is test..
1598,"i don't even think this guy teaches. He basically puts together a bunch of power points, makes us copy whats written on them and quizzes us. That isn't constructive learning. u fail!"
1599,"I dislike Mrs. Olsen because she doesn't teach at all. She uses the textbook more than herself


Submitted by a student"
1600,mr. reese ia alrigth but sometimes he be having some corny jokes but he teaches like he has add. just read the book and you will past the tests.
1698,Bad AP human geo teacher. Doesn't clarify homework or go over everything until day before the test. My whole class hates her.
1699,"She doesn't do ANYTHING!! She yells the information at us, gives us 3 hours of homework and then tests us on things we don't know!!! She's an awful teacher!"
1700,"All he did was yell and he did not understand the course he was teaching. He never actually taught us and we all failed the exam. 0/10 would not recommend.


Submitted by a student"
1798,she just reads from the boook..... way to many notes and doesn't know what shes teaching that well i hated that class
1799,"not good at teaching and gives unclear instructions with illpreparement to test, quizzes and exams.


Submitted by a student"
1800,"Unpredictable and frustrating. For WHI Honors, he used Mr. Kraft's teaching materials, but the powerpoints were from a different year than the tests he used, which meant the tests introduced material we'd never seen. We didn't even cover everything we were supposed to before the SOL. If you want to pass exams, tests, or the Standards of Learning in his class, you'll have to do a lot of work learning material on your own from the textbook or from students with more consistent teachers.


Submitted by a student"
1898,If she taught for more than 5 min.once a week didn't give 3 tests a week people would actually learn. She is so obsessed w/ her sacred routine its scary.I'm sorry if you get her!!!
1899,He is the worst teacher I have ever had. I have learned very little from him. He gave us a quiz on equador a day after he tought it to us and everyone bombed it except for some kids.
1900,"he doesn't teach the kids and expects them to know the whole chapter..his review game questions have nothing to do with the tests at all and if very hard


Submitted by a student"
1998,"he was a nice guy and all, but seriously one of the worse teachers i ever had. i didn't learn anything, and his tests were over completely ridiculous, impossible, irrelevant things."
1999,"He doesn't teach you ANYTHING but expects you to succeed on tests. He takes forever to put grades in


Submitted by a student"
2000,"Very hard to understand, handwriting is immpossible to read, and ALWAYS hand writes notes....almost everyone failed the unit exam b/c he didn't prepare us.Funny"
2098,"Stole 90% of his worksheets from Mr. Woodard, and proceeded to make us learn them ourselves. Mr. Woodard the year after actually taught the same material."
2099,"His assignments were very time consuming and his exams were difficult. The average grades for his exams were around 65%.


Submitted by a student"
2100,"terrible teacher. doesnt teach you sqat, just gives you worksheets every single class. pray you dont get him, sorry Mr. Juell"
2498,Not very good at teaching the criteria and instead just reads the information out of the book which anyone can do. When it comes to helping also not good she wont help you in class and you have to go in after school to get help and during that time she just reads out of the book and does not go detail with it for you to understand. then a week later after starting a chapter she has a test when she taught you nothing about the information
2499,Coach Layne is cool and all but kinda inmature and just gives a bunch of notes but doesnt always teach very well
2500,"riddle me this, if this woman gives you an A every quarter...you would think that you would pass the A.P. exam...ummm apparently not. do yourself a favor and switch out immediately"
