,Text
1913,"Mrs. Yslas had made my life a living hell. She gives way too much homework and doesn't even teach half of the stuff. She makes your life miserable, so you better pray you never get her."
1973,"very unconfortable to talk to, not the nicest, but not mean, toooo busy for kids, and needs to listen not talk"
2033,"Were they kidding with this one? Is she some kind of joke? Who picked her as the best teacher for our band? She couldn't keep a bunch of mutes quiet, let alone us!"
2093,Kevin was a very very very boring man. He stood at the front of the room and talked at you like a robot all day every day.
2152,"This guy the borin'est teacher in the math department, he tells stories that are irrelevant to the topic. ZZZZZzzzzzz"
2212,"easy class. she has no idea what she is talking about. they should rename this class ""religious movies class"""
2272,ONE OF THE WORST TEACHERS I'VE EVER HAD. he was awful. he was on the computer or watching the news the whole time. didn't have control of his class at all. easy
2332,"she gets to class late, leaves for like a 30min in the middle of class. she gets calls on her cell in the middle of class. she doesent notice anything."
2392,"Instead of teaching the material in class he will spend most of the period going over homework while other people sleep. Then he will constantly attack you for not going to tutoring and/or missing homework. Very exasperating and dull, he just does not realize that what goes on in the classroom is just as, if not more, important then what goes on at home."
2451,"She clearly knows a lot about Chemistry, but since she spends most of her time talking about her family, personal life, or how students are lazy, not much ever gets across. Avoid if at all possible."
2511,"Her entire class is basically this, ""sit down, be quiet, type random gibberish"" She is not a mean teacher, but not a fun 1 either. i just didn't like her class"
2571,He just talks to himself all hour or about his projector or magic pen. Most of the semester he didn't know my name. There are enough other kids to help you learn the stuff though.
2631,"he spends all of class lecturing, but his tests had little to do with the lectures. he can't relate to his students at all, and will yell at his class depending on his mood"
2691,"His classes are horrible. Every period you sit and listen to him talk about NOTHING. If you're in it for the threate, switch to CATA. If you can't get into CATA, then hope he picks you as a favorite."
2750,She talks to her self constantly! Its so annoying.. she rips apart everything ne one says! Shes the WORST teacher ever!
2810,storys ar funny and hes a funny guy. but get off topic and take to much notes and half the time its not even on the tests!!!!! put stuff we learn on the test
2870,"He can be Funny at times! and Just annoying the next, he needs To be Clearer In talking and Should slow down. He needs to also go over Stuff more since its geometry!"
2930,You might not pass her class but you will have one heck of a year if your friends are in the same period.
2990,"Always talks about all the stuff he did at Los Alamos. Doesn't do much in class, mostly talks about himself, sometimes goes over homework problems, takes forever to grade stuff. Shouldn't teach AC."
3049,"has no respect for any students at all. seems as if she never has a clue what shes talking about, i correct her all the time. she is VERY full of herself."
3109,I like her as a person but cmon she does no know how to work with teens. I hear her 6 hour walks all over her
3169,"he yells at us for not doing what he said, even though he doesn't watch becasue hes always on his cell phone!"
3229,when i saw her i struggled not to laugh u could do about anything in her class without her knowing. funny times!!!!!
3289,I hate the rule that we can't sleep in your class when its very very boring when we have to watch long documented videos. When the bell rings I jump with joy.
3348,i dont think i've learned a thing in this guys class. all we do is talk about sports and watch pointless movies. (not that i'm complainig or anything)
3408,MS. Arismendy is very mean she very strict and her teachings take up the whole class she only gives us like 15 minutes to work her class is pointless
3468,"Mr. Porter is a nerd.He can not spell, seriously he can't, he can not teach all he does is sit at the over head and talk about stuff no one cares about........."
3528,i switched classes after 2 weeks....doesnt teach at all...we ended up teaching our selves because she doesnt know what to do...also she tells lots of personal stories that no one wants to hear
3588,Probably the most pretentious person I've ever met. Spends more time talking about his vacation to Italy then anything else. Still very easy course work you could spit in his face everyday and still get a B-.
3647,"One of the worst teachers I ever had. All she did was talk, talk, talk, about how much she loves our class, then yells at us for asking questions. I'm glad this year is over!"
3707,"He was fun at times but, annoying and mean at others. IT was an easy class. He did not teach anyhting and he just told stories about his life."
3767,er.. hes rele weird. yeah. and no one likes him at all and he makes us do totally pointless things that dont relate to the unit.
3827,"Don't take his class if you take the subject seriously, because he doesn't. I had him for sociology, and yes he's funny but I didn't learn a thing. He talks about himself the whole time. Not good."
3887,"I honestly dont remember one thing we learned. She just talked about her social life the whole time. She was a very nice person to talk to and I liked her alot, but she only taught us things that she"
3946,"he is very ........ never mind. his tests are easy, he is generous, but he does spend too much time talking nonstop."
4006,i hate this guy he cant teach for the life of it and calls people out makes us feel like absolute garbage. spend more time teaching and less time talking about food and videogames
4066,i can't believe this woman is teaching kids. she is very emotional. She talks down to the kids and yells when they ask a question to be repeated
4126,"Not the greatest teacher. Talks about track, football, and goes way off topic to much so we dont get much done. Cool guy and pretty hilarious so class is at least entertaining but very unproductive."
4186,"i have to say, he didnt teach at all. all we did was read the book in class and do the homework. no structure, didnt know what he was talking about, not much help either."
4245,She's okay...annoying how she comes to school sick all the time then tells us not to come when we're sick...also gets off track easily. But Spanish 4 is easy.
4305,"he makes jokes, but i dont really think its funny i just go along with it(he says jokes over and over again)"
4365,"I'm taking History 1. Every day he writes the instructions on the board, so you can grab a worksheet. The thing is, he'll start talking, and he just. won't. stop. Says he's going to talk for 5 minutes, ends up doing 15 minutes. exaggerates unnecessarily on things like font size, font, and assignment value/length. You can take the assignment for the day and be done with it before he's done talking. Use the period for something actually important. Have fun tuning him out, he'll never stop."
4425,"This guy is hilarious! he doesn't try to be, but being in this class will give you some great moment."
4485,"This teacher is very strict and does not enjoy small talk. I once tried to say hello and all I got a death stare. She does not take socializing lightly and will keep a very silent class room. DO NOT get this teacher, AVOID!!!!!!!!!"
4544,"She's nice from time to time, but the woman has no idea how to run a classroom and she picks favorites. It's freaking annoying."
4604,Has no control over her class. Talks way too much about her kids and husband. Reading off a power point is not teaching.
4664,When she talks does her voice seem to droan on and on forever or is it just me? She wore the purple outfit today...if you have ever had her you know that one.
4724,"you're a great teacher and all, but all of us get tired of doing the same thing every single day, i think we need a free day every now and then, instead of work"
4784,"Mr. Large is the worst teacher ever! He talks in a voice no one can hear nor understand. He gives people detention for no reason. For example, while doing our work, he told the class we could talk. So, everyone was talking and he comes up to me and my friends tells us that we're talking talking about something science related and gave us a detain even though no one was talking about anything science related! If you get his class, I suggest you switch out of it...fast! Not one student likes him!"
