,Text
1147,6th grade was the worst year i ever had because of him.... hes got to be the worst teacher ive ever had
1197,"Bad psyche teacher, worse history teacher. Got fired because of that then re-hired because we needed a psyche teacher"
1247,She's not wise. She teaches English as if it were math-as if all thoughts and interpretations were concrete and couldn't differ. Horrible teacher.
1297,"This man is the worst teacher i have had in the 11 years of my school career. Not only does he not know how to teach, but he's rude and makes his students feel inferior to him on a daily basis."
1347,"He teaches horribly, and loves to single everyone out. WE ALL HATE HIM SO MUCH!!! WORST TEACHER EVER!!!"
1397,"She's a horrible teacher. Rising juniors, please switch teachers if you get her on your schedule."
1447,One of the worst teachers possible. He gives quizzes before he talks about the subject so that way he doesn't have to do as much work. I have never seen anybody as lazy as him. He is probably a regist
1497,Worst teacher (and not just math teacher) I've EVER had. It's funny how buddies of mine who did not even have her liked her even less than I did. She's a real testament of bad teaching at MHS.
1547,graduated from hhs in 03 and i can still say he is probably the worst teacher i've ever had! don't take his class if you can avoid it.
1596,TERRIBLE WORST HORRID HORRIBLE I am so glad you are NEVER going to be my teacher again! TEACH it is right there in your NAME Duh TEACHER.
1646,Who in the world uses powerpoint presentations to teach math? I'm surprised he hasn't been fired yet. Terrible teacher
1696,"she hands out packets which we have no idea to do and its very confusing because she doesn't teach us anything. 2nd worst teacher in the school. she is also very mean, and always in a bad mood. 100% worst class ever"
1746,she is the worst teacher i have ever had because she doesn't know how to teach. but she is a nice person
1796,"Annoying, because she does not help her students with anything!!! She is very unhelpful!!!!!!!!! She is the worst teacher in the school!!!!"
1846,he does not teach anything. all he does is sit at his computer and type emails the whole period. i hate math and he was such a bad teacher.
1896,she was the worst science teacher i ever had.....i didnt learn anything about science in her class!!!!!!!!!! I HATED THAT CLASS!!!!!!!!
1946,"the worst world literature teacher in the school, makes us do more busy work than any teacher ive ever had"
1996,She is the worst teacher i have ever had. She doesnt teach us anything and then gets angry when we dont understand. i will not be suprised if she is fired
2046,WORST. I MEAN WORST TEACHER I'VE EVER HAD I HATE HER SO MUCH. SHE IS SO ANNOYING AND SHE NEVER MAKES ANYTHING FUN. I HATE HER. SHE WAS THE WORST TEACHER EVERY. SWITCH NOW.
2096,Just a bad english teacher in every way. I feel bad for you if you get her
2145,"He is a rather horrible teacher. He is very smart though and a nice guy but if i could have switched out of his class when i had him, when i had the chance. I would have"
2195,"Mrs.Linford is the last teacher you'd want for 7th grade science. She doesn't teach at all!! She gives you a packet and says DUE TOMORROW, and thats all she does, WORST teacher I EVER EVER HAD!!!!!!!!"
2245,i would love nothing better than for him to be fired. he is absolutely one of the very w o r s t teachers at willowbrook highschool.
2295,Worst teacher I have ever had. She told us in class she didn't know how to teach us statistics and I've tried transferring because of her attitude but I wasn't allowed. I'm sorry if you are forced to be he student.
2345,WORST TEACHER EVER. She didn't teach me how to write a good essay. I had her as a Freshman and I am now a junior. Still the worst teacher ever
2395,I can't stand his teaching methods and he doesnt seem to know what he is doing. He was the worst teacher my son had ever ever had.
2445,The worst teacher i have ever had. I literally did not learn anything in there. She was so boring i could not even stay awake some days. Her teaching was terrible and now with a new teacher im understanding it and passing the class. The absolute worst teacher EVER.
2495,HORRIBLE TEACHER!!!!!!!!! worst teacher i have ever had..... she doesn't explain anything and is really mean and gets mad too easily
2545,"I don't know where to begin, such a bad teacher! So incredibly bad, learned nothgin for two years, was confused, needed to take other classes to learn science...Such a bad teacher!"
2595,u think ur super duper but ur really the worst teacher... no wait that was mean u cant take mrs B's worst teacher place UR THE WORST MALE TEACHER AND SHES THE WORST FEMALE TEACHER
2644,ms.white had made this year the worst year for everyone in ms.399.she did not teach anything and she used to tell me i am not worthy.she is a bad teacher.
2694,He is the absolute WORST teacher ever!!!Im not in his math class but people say they dont learn a thing.History has never been so boring and uneducational. I cant believe he is still teaching.bye bye!
2744,"she is the worst teacher i have have ever had. she loves to make the lives of all her students terrible. if i had one request of my school before i go, it would be to get rid of her for good."
2794,She honestly sucks at being a teacher...I have had 5+ different Spanish teachers and she is by far THE worse one I have EVER had. She should not have the ability to teach. Especially with the way she treats her students.
2844,"She is the stupidest, most annoying teacher I have ever had. The students in my class probably know more about social studies than her."
2894,This teacher is terrible. She plays favorites and does not teach spanish well. One of the worst teachers I have ever had.
2944,Mrs. Cannada is one of the worst teachers I've ever had. She did not prepare me at all for 11th grade nor the ACT.
2994,"Fris has literally no idea how to stay on topic at all. he is super unhelpful as a teacher. if you get him, SWITCH CLASSES."
3044,"He's possibly the worst conductor ever... Mr. lauff was 10x better. all Devany does is yell at us but he never helps fix anything. if you have him, GET OUT ASAP!"
3094,"I'd say that he's the worst teacher I've ever had, but then I'd have to call him a teacher. What teacher refuses to answer questions? What teacher talks on his cell when students are testing?"
3144,Mrs.Galvin is nice when your not in her class. She is the easiest teacher in the world. And if you like singing songs this is the teacher for you.
3193,"Honestly one of the worst teachers at Langley High School. She made coming to class, even when we were not going to do anything, seem like the worst thing possible. Off topic, not knowledgable, and completely inconsiderate. Does not care about her students."
3243,Terrible. Doesn't know how to teach Java or Math. Worst math teacher I have have. His way of teaching is incomprehensible and he uses material from other teachers and still expects us to learn his way doing things when the worksheets we use do it another way.
3293,"she is teh sweetest woman you will ever meet, but the worst teacher you will ever have. and she is really annoying."
3343,She is the worst teacher except for my 4th grade teacher. She is sooooooo mean. She gave us an essay that we never learned about.
3393,"I think she's nice, but a terrible teacher and grader. This is the first time in all my school life that i'm sturuggling with English! :("
3443,she is really mean most of the time and she never ever helps or teaches anything she is one of the worst teachers i have had in ramblewood
3493,one of the worst teachers i have ever had. she doesnt know what she is doing and she has no control over her classes. she isnt qualified to be a teacher in my book. wastes class time and is just not g
3543,She is inflexible and does not know how to lead. She does not belong in Auburn schools. Her writing is also bad (she is an English teacher).
3593,if i only had to know about sig figs in science then she would have been a good teacher and i have never been more confused in my life in a class then i was in this one. what is a quia?
3643,this dude assigns the dumbest stuff and has absolutely no clue what he was doing. he's terrible at explaining things and he over-complicates absolutely everything. 0/10 would not reccomend
3692,franz is an awful teacher who doesnt explain anything who sits around all day and tells us to teacher ourselves!
3742,"this is the most confusng, ridiculous teacher i have ever known!!! he thinks he's so cool, but he isn't!!!"
3792,"Probably the worst bio teacher at RM behind Mr. Wright. She doesn't teach very well, and seems almost incompetent"
3842,"Worst teacher ever. She talks to the Korean students in Korean during class! And you don't know what she is saying! Very bad teacher (even though I got a ""B"")"
3892,Mrs. Dunn is the coolest teacher but she is the worst teacher in the entire scholl but shes so nice that its easy to pass her class
3942,"I'm sorry, but she was the worst teacher I've had in high school. Pretty much implied I had no art talent just because it wasn't her style. No open mind."
3992,worst teacher i've ever hadd. she teachers things way too fast & doesn't care if you understand it or not
