,Text
3310,"Very rude, does not like kids, especially her students(unless they are a cheerleader), never available for a conference with a parent or a student when she says she will be. NO HELP what-so-ever when students ask for it, as a parent if you try to ask all you get is an attitude. Good luck to anyone who gets her as a teacher, I am truly sorry for you and your child."
3454,Not helpful. She is too caught up into her social life. Doesn't care about her students. Learn how to teach and show compasssion toward us.
3598,"unkind, disrespectful, unhelpful, boring, upsetting, makes other stressful, ALWAYS has to stay on time and can NEVER be flexible"
3742,"Dr. Joe Gilhaus works for the district office now. He has made a new transfer policy in which is unfair to students in the Shawnee mission district. This man doesn't have any respect for children, and he certainly does not have what it takes to be a teacher."
3886,Unimpressive as an educator. More worried about himself and his outside interests. He does not care about students and is just going through the motions. School district does not care -- too many bad teachers like this.
4030,My child was never happy in her class and complained of many instances where she treats the kids unfairly. She has no compassion for the kids in class and is plain rude to them most of the times.
4173,"it is very obvious that dr. birch favors certain students over others, and if you are unfortunate enough to be one of those she does not favor, she could not care less about you."
4317,Terrible principal! Doesn't help the students when they need it. The vice principal does more work then her!
4461,"As a parent, we dis-liked Ms Palumbo, at her previous school Desert Vista, she was considered rude and unhelpful. As parents we met with Deot head/Asst Princpal to complain and eventually they listened and she was fired in May 2012. She is rude to parents, dismissive and intolerant, to pupils she was mean and divisive. She seems to live through NatLatin League and uses it to forward herself at the expense of students, Oh Seton Catholic, you don't know what you have done hiring her!"
4605,I would hardly call him a teacher. He listens to the same music every day during class and tells his students that they are not allowed to ask him for help. Disgrace to his profession.
4749,"Mrs. Back is one of the few teachers that I have absolutely no respect for. She has no respect for her students, and deserves none in return."
4893,She didn't acknowledge that some students may need extra help or extra clarification- I came in as a straight A's student and walked out with a C.. good luck.
5037,Horrible. Experience. Did not grade properly. Blames fault on students and doesn't take blame for his own mistakes. Bad guy
5181,"She is rather rude to certain parents whose children are core(zone) students, and very nice to parents whose children are magnet students.She's helpful if you are not hispanic or black,not a good person to be in her position, you have to treat all children the same fairness goes a long way,people tend to notice the difference quickly.Magnet parents are treated like GOLD and Core (ZONE KIDS) need I have to spell it out , it is without a doubt different in treatment at this school."
5325,"mr bushee is one of the rudest, most cruel teachers i have ever had! he derives fun from making fun of his students! its also nearly impossible to get an 'A' in his class. dont take him, take Mr Lee!"
5469,"if the average score on a test is an F and the high score is a C, isn't that a sign it's the teacher's fault and not the students'?"
5613,"Tends to think students are wrong at everything, is extremely critical of student's writing, and tends to pick favorites. Nice guy, but he needs some work."
5757,"Cindy Riordan clearly mixes politics with her take on the education system. She teaches and grades her students from a bias perspective based on the parents' politcal affiliations and views, that are generally reflected in their children. She will punish a student and more harshly grade their work if she senses a parent is not on her side of the political spectrum."
