,Text
2107,i don't care working for her either. there is no working with her because it's either her way or no way. it's going to be another dreadful year with her and the rest of the administration.
2157,Never mean to me personally but for what she and the rest of the administration did to Mrs. (Dolly) Parker I seriously believe she has no reason in her head.
2207,"I dont like this guy. let lacrosse be a varsity sport already we passed a levy what else do you want? hes not a pleasent dude. seriously who spells ""kyle"" with a ""c"" anyway?"
2257,"I don't know why the middle school hired after he was fired from his old job. They could have hired some random person and they would be better. He just really needs to stop talking about; waterpolo, the store BJ's, and the same kids he locked in a car."
2307,she a rude lady you are not a teacher nor a helful lady you are not to go around looking for ids you r to sit behind the desk and listen to your boss go on early matraitity leave please..
2357,"she is the meanest person ever she doesnt care about you, she pretends that she wants you to pass, she only cares for the ones that really good in math and the ones that aren't she couldn't care less. in my opion she should be fired and replaced with someone who cares and that can teach."
2408,worst teacher ive ever had! ONLY shows powerpoints. she is non-relational. GROSS warts on her arms. please get your tumors removed asap. oh and say etc. one more time and see what happens.
2458,she takes out her anger on the jr. high kids but she doesnt notice she does it if she cant handle this job then she needs to do something else
2508,"This is going way back. She hated me and my brother. The nunnery must not have wanted her in the convent, and now she is just a bitter religion teacher."
2558,he is horrible... ive seen him make people cry because he is so mean. i dont know why they brought his hairy self back to lane. hope he gets fired again.
2608,How did she buck union seniority? There are so many other better-qualified teachers who are stuck in worse New Haven schools.
2659,Overall she just is not a good prinicpal. She tries to put rules in place that really do not matter and needs to get more involved instead of thinking she has things under control from her office.
2709,"Hey kids, if this is the same Kevin Haney that taught at St Joes in Hammonton then look out. We loved him as a teacher and then he went online and talked behind everybody's back. He mocked the kids who loved him and said they were puppets eating out of his hand. He shamed students for being overweight or having acne. He seems cool but he is as fake as they get. Don't trust him."
2759,The guy should retire to play golf since thats all he cares about. I got an A in his class but I butted heads with him all year! I give him a BIG BOOOOO!!
2809,"I wish she retired, she's so lazy and doesn't teach music at all. To her she's just making herself look good."
2859,"Nice guy, if you tell him what he wants to hear. Extra points if you ""confide"" in him or suggest he's ""inspirational,"" as in Dead Poets Society or History Boys."
2909,"If you're looking to be in the best marching band in town,then Mr. Kelley's your guy. But if a solid music education with clear, consistent parent notification is what you want..go to another school!"
2960,"Bill is a baseball coach who masquerades as an Algebra teacher. Fortunately, some of us see through his clever disguise. Bill seems out of his element in class."
3010,"He is never in his office and when you need to talk to him, he sends you to somebody else. The only people he's nice to are the athletes of the school."
3060,Could we please play sports in gym class? i would have really enjoyed some good old fashioned games of dodgeball or basketball.
3110,Mrs.Bacon rules the school. She is soo nice but sometimes she can be strict and all she does is turn on a telekast and has us watch it. She doesn't even teach.
3160,"shes so annoying and mean and locks everyone's locks backwards. Like honestly, if you leave your lock open and someone steals you stuff then that is your punishment. its not necessary."
3210,"we arent going to be ""super duper quiet"" so dont ask. putting our heads down on our desks isnt very good punishment either"
3261,Rimpfel's total disregard for his students is the sole reason I have not visited the school and will never donate a second or a dime to anything affiliated with CV
3311,"Well, she's a nice person and all...but when Japan is on the ""caribbean"" plate.....(of which there is none)...you gotta wonder...."
3361,I couldn't stand Mrs.Handel. One of the reasons I took French was b/c I didn't want to risk getting her!!!
3411,I think Andy Fenoy of the Buckley School is the most useless teacher in the entire school. If someone would please fire him it being doing me a big favor. The amount of crap that he gives me is immense.
3461,"yells a lot, called me a spoiled brat, very disrespectful, doesnt get that school comes before after school activities, swore at our entire class"
3511,"I ENJOY SOCCER, AND IT'S MY HOBBY... HER HOBBY IS YELLING AND SCREAMING!!! OMG!! BUY A 100 PACK EARPLUGS,KEEP EM IN YOUR LOCKER!!!!"
3562,Very inapropriate with students. Had an incident involving police with a student. Be careful. Has been put on watch.
3612,Pretty much a waste of tax money - ! She never moved from her seat in the cafeteria! She didn't keep the halls clear or the noise down
3662,"heard this was her last year teaching, must say could care less about her now that i read the newspapers. parents will not stand for her to teach,"
3712,"i hate this man, he destroyed our band program. He sits there and ridules and is dead weight to the students work. And you wonder why everyone quits band???"
3762,"will somebody please do something about her? she reads to us for 40 minutes strait it is a free for all people do what they want, no teaching ever goes on. im not a good student but want more"
3812,Her class is pretty easy but rally doesn't teach. She allows us to do whatever at times. Too involved in her sports and brings her sports into class.
3863,"An incredibly sweet woman who really didn't have a clue about what was happening. Every time she left to make copies of assignments, the populars and their followers would have a look-out guard the door and proceed to jump on her computer and change their grades. People would cheat with their books open on their desk and she wouldn't notice, but she's catch the kids who had papers hidden under their shoes. She was in over her head. A nice lady but she can't teach or control teenagers."
3913,"doesnt teach, always yells, and only supports the best of the best players, chasing away those who need actual help."
3963,THIS WOMAN COULDN'T TELL ART IF IT HIT HER IN THE BACK OF THE HEAD. SHE IS 1 OF THE WORST TEACHERS I EVER HAD FOR 2WEEKS!!! THE ART SHES TEACHES IS 4 PRE-SCHOOL
4013,I think Chuck is unfair in his coaching practices. He loves to intimidate his players as opposed to gaining their respect through his coaching techniques. He also loves to brag about what he owns.
