,Text
1147,6th grade was the worst year i ever had because of him.... hes got to be the worst teacher ive ever had
1197,"Bad psyche teacher, worse history teacher. Got fired because of that then re-hired because we needed a psyche teacher"
1247,She's not wise. She teaches English as if it were math-as if all thoughts and interpretations were concrete and couldn't differ. Horrible teacher.
1297,"This man is the worst teacher i have had in the 11 years of my school career. Not only does he not know how to teach, but he's rude and makes his students feel inferior to him on a daily basis."
1347,"He teaches horribly, and loves to single everyone out. WE ALL HATE HIM SO MUCH!!! WORST TEACHER EVER!!!"
1397,"She's a horrible teacher. Rising juniors, please switch teachers if you get her on your schedule."
1447,One of the worst teachers possible. He gives quizzes before he talks about the subject so that way he doesn't have to do as much work. I have never seen anybody as lazy as him. He is probably a regist
1497,Worst teacher (and not just math teacher) I've EVER had. It's funny how buddies of mine who did not even have her liked her even less than I did. She's a real testament of bad teaching at MHS.
1547,graduated from hhs in 03 and i can still say he is probably the worst teacher i've ever had! don't take his class if you can avoid it.
1596,TERRIBLE WORST HORRID HORRIBLE I am so glad you are NEVER going to be my teacher again! TEACH it is right there in your NAME Duh TEACHER.
1646,Who in the world uses powerpoint presentations to teach math? I'm surprised he hasn't been fired yet. Terrible teacher
1696,"she hands out packets which we have no idea to do and its very confusing because she doesn't teach us anything. 2nd worst teacher in the school. she is also very mean, and always in a bad mood. 100% worst class ever"
1746,she is the worst teacher i have ever had because she doesn't know how to teach. but she is a nice person
1796,"Annoying, because she does not help her students with anything!!! She is very unhelpful!!!!!!!!! She is the worst teacher in the school!!!!"
1846,he does not teach anything. all he does is sit at his computer and type emails the whole period. i hate math and he was such a bad teacher.
1896,she was the worst science teacher i ever had.....i didnt learn anything about science in her class!!!!!!!!!! I HATED THAT CLASS!!!!!!!!
1946,"the worst world literature teacher in the school, makes us do more busy work than any teacher ive ever had"
1996,She is the worst teacher i have ever had. She doesnt teach us anything and then gets angry when we dont understand. i will not be suprised if she is fired
2046,WORST. I MEAN WORST TEACHER I'VE EVER HAD I HATE HER SO MUCH. SHE IS SO ANNOYING AND SHE NEVER MAKES ANYTHING FUN. I HATE HER. SHE WAS THE WORST TEACHER EVERY. SWITCH NOW.
2096,Just a bad english teacher in every way. I feel bad for you if you get her
2145,"He is a rather horrible teacher. He is very smart though and a nice guy but if i could have switched out of his class when i had him, when i had the chance. I would have"
2195,"Mrs.Linford is the last teacher you'd want for 7th grade science. She doesn't teach at all!! She gives you a packet and says DUE TOMORROW, and thats all she does, WORST teacher I EVER EVER HAD!!!!!!!!"
2245,i would love nothing better than for him to be fired. he is absolutely one of the very w o r s t teachers at willowbrook highschool.
2295,Worst teacher I have ever had. She told us in class she didn't know how to teach us statistics and I've tried transferring because of her attitude but I wasn't allowed. I'm sorry if you are forced to be he student.
2345,WORST TEACHER EVER. She didn't teach me how to write a good essay. I had her as a Freshman and I am now a junior. Still the worst teacher ever
2395,I can't stand his teaching methods and he doesnt seem to know what he is doing. He was the worst teacher my son had ever ever had.
2445,The worst teacher i have ever had. I literally did not learn anything in there. She was so boring i could not even stay awake some days. Her teaching was terrible and now with a new teacher im understanding it and passing the class. The absolute worst teacher EVER.
2495,HORRIBLE TEACHER!!!!!!!!! worst teacher i have ever had..... she doesn't explain anything and is really mean and gets mad too easily
2545,"I don't know where to begin, such a bad teacher! So incredibly bad, learned nothgin for two years, was confused, needed to take other classes to learn science...Such a bad teacher!"
2595,u think ur super duper but ur really the worst teacher... no wait that was mean u cant take mrs B's worst teacher place UR THE WORST MALE TEACHER AND SHES THE WORST FEMALE TEACHER
2644,ms.white had made this year the worst year for everyone in ms.399.she did not teach anything and she used to tell me i am not worthy.she is a bad teacher.
2694,He is the absolute WORST teacher ever!!!Im not in his math class but people say they dont learn a thing.History has never been so boring and uneducational. I cant believe he is still teaching.bye bye!
2744,"she is the worst teacher i have have ever had. she loves to make the lives of all her students terrible. if i had one request of my school before i go, it would be to get rid of her for good."
2794,She honestly sucks at being a teacher...I have had 5+ different Spanish teachers and she is by far THE worse one I have EVER had. She should not have the ability to teach. Especially with the way she treats her students.
2844,"She is the stupidest, most annoying teacher I have ever had. The students in my class probably know more about social studies than her."
2894,This teacher is terrible. She plays favorites and does not teach spanish well. One of the worst teachers I have ever had.
2944,Mrs. Cannada is one of the worst teachers I've ever had. She did not prepare me at all for 11th grade nor the ACT.
2994,"Fris has literally no idea how to stay on topic at all. he is super unhelpful as a teacher. if you get him, SWITCH CLASSES."
3044,"He's possibly the worst conductor ever... Mr. lauff was 10x better. all Devany does is yell at us but he never helps fix anything. if you have him, GET OUT ASAP!"
3094,"I'd say that he's the worst teacher I've ever had, but then I'd have to call him a teacher. What teacher refuses to answer questions? What teacher talks on his cell when students are testing?"
3144,Mrs.Galvin is nice when your not in her class. She is the easiest teacher in the world. And if you like singing songs this is the teacher for you.
3193,"Honestly one of the worst teachers at Langley High School. She made coming to class, even when we were not going to do anything, seem like the worst thing possible. Off topic, not knowledgable, and completely inconsiderate. Does not care about her students."
3243,Terrible. Doesn't know how to teach Java or Math. Worst math teacher I have have. His way of teaching is incomprehensible and he uses material from other teachers and still expects us to learn his way doing things when the worksheets we use do it another way.
3293,"she is teh sweetest woman you will ever meet, but the worst teacher you will ever have. and she is really annoying."
3343,She is the worst teacher except for my 4th grade teacher. She is sooooooo mean. She gave us an essay that we never learned about.
3393,"I think she's nice, but a terrible teacher and grader. This is the first time in all my school life that i'm sturuggling with English! :("
3443,she is really mean most of the time and she never ever helps or teaches anything she is one of the worst teachers i have had in ramblewood
3493,one of the worst teachers i have ever had. she doesnt know what she is doing and she has no control over her classes. she isnt qualified to be a teacher in my book. wastes class time and is just not g
3543,She is inflexible and does not know how to lead. She does not belong in Auburn schools. Her writing is also bad (she is an English teacher).
3593,if i only had to know about sig figs in science then she would have been a good teacher and i have never been more confused in my life in a class then i was in this one. what is a quia?
3643,this dude assigns the dumbest stuff and has absolutely no clue what he was doing. he's terrible at explaining things and he over-complicates absolutely everything. 0/10 would not reccomend
3692,franz is an awful teacher who doesnt explain anything who sits around all day and tells us to teacher ourselves!
3742,"this is the most confusng, ridiculous teacher i have ever known!!! he thinks he's so cool, but he isn't!!!"
3792,"Probably the worst bio teacher at RM behind Mr. Wright. She doesn't teach very well, and seems almost incompetent"
3842,"Worst teacher ever. She talks to the Korean students in Korean during class! And you don't know what she is saying! Very bad teacher (even though I got a ""B"")"
3892,Mrs. Dunn is the coolest teacher but she is the worst teacher in the entire scholl but shes so nice that its easy to pass her class
3942,"I'm sorry, but she was the worst teacher I've had in high school. Pretty much implied I had no art talent just because it wasn't her style. No open mind."
3992,worst teacher i've ever hadd. she teachers things way too fast & doesn't care if you understand it or not
4042,"Awful teacher. Smart guy who knows his stuff, but he's terrible at teaching it. Honestly, he's in the wrong profession."
4092,I've only had 2 horiible teachers in my life and they are both in the science department. Last year and this year. Gifford seems nice but the man cant teach!!!!
4142,She was on my bus for DC. She was the most uptite annoying woman i have ever had the misfortune to know.
4192,"when i had him as a teacher, he was aweful, accused me of cheating when i didnt, gave impossible tests, but now that hes not my teacher hes nice to me"
4241,"Worst teacher EVER! She does nothing but talk (and it's not about math,) and when she does teach (when ever that happens) her directions are terrible and are very indecisive."
4291,mrs. evans does not make things easy and she does not do a good job explaining thing..frankly she was the worst teacher i have had so far
4341,absolutely hilarious guy but there's much more to being a teacher than that. He is very unprofessional.
4391,she was the worst teacher on earth eating in class and doesnt even explain how to do the math problem
4441,she is the worst teacher ever she has no idea what she is doing she is a native speaker and still checks her bok out and she will tellyou sunsing
4491,Worst teacher I've had. She should not be allowed to teach AP classes because she is too unorganized and doesn't seem very bright...
4541,"I hate Ms. Ferris, she is quite possibly the worst math teacher I have ever had. And that is saying something."
4591,"She was, very annoying, and she favored people she liked. i hated her as a teacher. she is the worst teacher in the school."
4641,David lipe was not a good english teacher. This teacher just sat at his desk and went on his phone while we would work. He made us self teach and it ruined english for me. He is not even a good tennis coach either.
4691,She is a horrible teacher! If you have her transfer as soon as possible or you will be stuck learning on your own. Staying in her class requires tons of studying and sometimes even cheating.
4740,worst teacher ive had in my life. Very feminist which affects her teaching. I feel for those who have her in the future. Definately should be retired or fired.
4790,"Lynch was possibly the best teacher ive ever had, but this guy was possibly the worst. very nerdy, makes these terrible jokes about how indiana is better then penn state, way too many lectures, not very clear about what he is saying, tests are very difficult, has quizes every day, terrible teacher"
4840,Mrs. Jennings was a horribly principle! She never came out of her office. We never did anything fun and had boring assemblies. It was my worst year at welch by far.
4890,switch out now!!!!!! shes a bad teacher she just tells you what to do not teach you what to do.and she wont answer questions when you dont understand something
4940,"Ok.. this teacher is perhaps the worst in the school. She teaches spanish when she can hardly understand english. If you are bad or average, you will fail."
4990,Horrible teacher. Couldn't understand her at all and clueless. I pity those who have her in the future.
4990,Horrible teacher. Couldn't understand her at all and clueless. I pity those who have her in the future.
5090,"she is the worst history teacher you can possibly get, if you want to know what her class is like just go to Valley View and sit in on one of the kindergarten classes"
5190,Not a good teacher. Steer clear from his class try and get another science teacher if possible. Uninteresting and boring class.
5289,"She was the worst teacher I had that year. While she is ""easy going"" (to say the least), I regressed back so far that the next year I, a 4.1 student had a C the first Semester."
5389,Agreed. Him and Mrs. Lam are on the same boat. Terrible teacher and needs to call it quits. He would be a great air host personality for the Durham Bulls. Worst math teacher at PHS
5489,"One of the worst teachers in the school, she thinks that the notepackets teach evrything and she tries to make her students who ask questions look studpid."
5589,Mr. P is the worst band teacher I ever had. He has no control over his class and he doesn't make us do anything. As a band we are very bad under his direction.
5689,"If the educational system has a flaw, it's Mrs. Wegrzyn. She has absolutely no teaching capabilities, and, even worse, barely understands class material herself. She's put out when asked questions"
5788,"i don't like her as a teacher, she yells too much and doesn't teach very well, and bosses other teachers"
5888,She was horrible. One of the worst teachers ever. She chooses favorites and if your not one of then you can kiss an A goodbye. I learned more about her life story than about English
5988,I don't know what is wrong with the person above me but she absolutely hated me and made my experience in her class horrible.
6088,"She is the worst teacher I have ever had. She is rude, no sence of humor, gives all these bogus assignments, and just doesn't teach you a thing. If you are assigned her, i recommend you switch out ofher class before you fail it. Because she will make sure you don't get a good grade. bad teacher. worst ever."
6188,"she is the WORST teacher ever. she is a mean, stuck up, and terrible woman. she has no heart and loves to make her students feel like crap. she is the worst!!"
6288,"She is by far the worst teacher I have ever had in all of my years in school. She has absolutely no enthusiasm at all whatsoever as to what she is teaching, and she does not teach at ALL. I rated the exam difficulty a 3 because her exams would be very easy IF SHE ACTUALLY TAUGHT WHAT WAS ON THEM. Every single day is just her writing things on the overhead with ridiculous far fetched analogies that are supposed to help you learn, but in reality just confuse you more, if that is even possible."
6387,"Senora Ciluffo is one of the worst experience of high school, after leaving the awesome Spanish 2 with the wonderful teacher that taught that class. No fun at all."
6487,"Worst, worst, worst teacher I have ever had in high school or college. No understanding, her lessons were incoherent, ridiculous amounts of homework that makes no sense."
6587,I am very sorry for any girl who gets this teacher. he is very mean and i didnt learn anything from him! bad teacher
6687,He is the worst teacher that I have ever had. My best advice is to memorize the book and to never open your mouth.
6787,"WAY too strict with deadlines, unsympathetic. Horrible at teaching math. Can't go to the bathroom. Can't answer homework questions until after school, even if all she does is sit at her desk!"
6886,"Really bad teacher, almost never in class, eats every second of the day, and does not know how to teach."
6986,"I think that this teacher is one of the most incompitant teachers out there. He never knows what he is talking about, and some how he always reverts his analigies to foodor basebal"
7086,"Mark Gallagher will forever be known as the teacher who ruined math for me, i used to be a great student and loved math, but then i joined his class, he doesnt know how to teach at all, GET OUT ALIVE!"
7186,"He's probably a better person than teacher. He has a monotone, and CBA is a waste of life. I had to fight to stay awake."
7286,"This teacher is horrible. I wish there was a 0 rating for clarity, because NO ONE VER KNOWS WHAT TO DO . he is a terrible listener, teacher, and we dont learn crap.u can never talk to him ever,h8 him"
7385,I had calc for this class and she mostly mispronounces alot of words. If you get this teacher RUN RUN AS FAR AS YOU CAN
7485,"hes the worst teacher i've ever had..
if you get him.. transfer out of his class..
he tries to teach something but you cant understand anything he does and when you do its too late"
7585,"Ms. A is an awful teacher. She is no help, and very obviously plays favorites. she is very rude, and constantly tells her classes that they are ""the worst"" that she has ever had. Ms. A is a screamer."
7685,"Horrible teacher, terrible at explaining things and when I had her freshman year she should call her students bad words under her breath. She was super stressed out all the tIme. She was such a bad teacher that I dropped the french language."
7785,"Terrible teacher. She should not be paid OR offered retirement. I have learned nothing, at all. She makes us use some sort of online learning tool called ""Emath Instruction"" which would be fine if we were taught anything. Terrible teacher, and I hope that I pass regents with her terrible teaching skills."
7884,I had him when I was in 6th grade. He is honestly a horrible teacher and I was forced to teach myself most of the math. Hopefully to any other students who have him currently will be smart enough to get help from someone else...
7984,He is seriously the one of the worst teaches that i have ever had. You will be so happy when he is no longer your teahcer! If you do not find him depressingly boring you have a serious problem.
8084,"Quite honestly one of the worst teachers I have ever had. She is very inconsistent on what she tells her classes. She will try to collect homework when she never even told the class about the assignment and if you disagree with her she will have none of it. If you happen to get her as a teacher, I feel VERY bad for you."
8184,"Hate just doesn't even begin to describe what I feel for ""Carol"". She is by far the WORST teacher you could possibly have. She gives notes and sits on the phone. Has absolutely no personality or sense of humor. Avoid her!"
8284,"very boring, unhelpful teacher here at ahs. i had some questions for him and he just disrespected them for no reason. too bad he teachs at our high school, he should retire."
8384,"I very much dislike Ms. Basten. Hands down, the worst teacher I've had in high school and probably will have at Wayzata. She doesn't a horrible job teaching lessons, she also asks if there are any questions, and I think people are scared to even ask. I tried to transferred out, but wasn't possible. When we review tests and quizzes, you have to come in before or after school if you have questions. In addition during lessons, you have to work with group members. She has the worst teaching style."
8483,Worst teacher ever! Does not teach and grades super hard... she really need a reality check and should consider her position as a teacher.
8583,"I had her for Art Intro and SP4 and I hardly ever saw her. If I didn't know who she was, I wouldn't have known she was our teacher."
8683,mr.monse sucks as a teacher. he sits in his office all day and doesn't teach us a thing and then wants to get mad and make us write essays all because he doesn't feel like teacher.he's super corny!
8783,Why she still here she's not a good teacher at all.. She showed us videos of nothing once like wth ms Rowe.. She should be fired
8883,This teacher is horrendous. The worst teacher I've had at Maine South. She does not belong in the science department at Maine South. Our science department is exceptional and Wagner just brings down the average. I've never had a worse teacher in my life. Except Ms. Zasky in middle school at Emerson. I am 100% serious when I say this. All those other posts about her jokes being funny are correct too. She also acts sort of nice in front of the class and then treats you terribly when you go to her
8982,"She is a horrible teacher. Although she knows what she's talking about in terms of photography, she does not know how to teacher children. She thinks that photography is m important as other classes."
9082,"O.K teacher, i mean she was nice but like all public school teachers she didnt know what she was talking about"
9182,"Terrible teacher. Kinda dumb and doesn't even know what she's teaching. Only gives good grades to ""select"" students and gives special treatment to those she likes. Needs to go back to teacher school."
9282,He is probably the worst teacher i have ever had. he explains literally nothing and everything that he says is useless information. he gets mad when we dont understand and is not helpful at all.
9382,He's probably the worst teacher I've ever had. He can be funny but he's really loud & not helpful at all. I had him for earths science but if you have him for a regents class BUY THE BARRONS!! He also doesn't really care about the students/ if they fail. Barely taught.
9481,"Lousy teacher, lousy coach, didn`t learn a thing, only liked a few runners and played favorites. Always assumed people were doing something bad, very judgemental and only had good teams when he had ab"
9581,"one of the worst teachers i have ever come in contact with. Has the IQ of a rock, picks on people and because of her, i'm not taking german next year. Thanks Frau Kau."
9681,one of the worst teaachers i have ever metother than sra. morris my spanish teacher thank god i had her last year and not this year also pretty hard
9781,"She is the absolute worst teacher on the Glendale High Campus. GHS is a great school with many great teacher with the exception of Sophia Kim. Also known to be MS. WOOOOOOO. Anyways she enjoys failing students, and given then no chance to receive a better grade. Ms. Woo failed my son last school year and because of this he can't get into a good college. 4 years of intense hard work and one teacher decided she wants to fail him. She need to be fired immediately."
9881,"This teacher has managed to teach barely anything all year and still keep her job. She has no sense of humor and seems like she barely knows what she's talking about. Not to mention her bias. She tries to enforce her liberal ideology in class, and favors anyone who shares her views. Bravo, Mrs. Parker. You've managed to make a terrible class even worse."
